Initialize GranoEnv Instance
Full output on.

Pollution Threshold: 0.4
Social Threshold: 0.6

Vulnerability: 0.1
Farsightedness: 10
Time Horizon: 1000

Lifetime of the ecological dynamics: 1
Step Size: 0.0001
Integration Time: 0.1

Initial_Pollution: 0.0
Initial_Average_Inactivity 1.0

Model: ER
Nodes: 10
Average Degree: 10
Rewiring probability (only WS): 1.0

Average shortest path length is, 1.0
Clustering_coefficient: 1.0
Connected: True
Inactive_node_list: [9, 6, 5, 1, 8, 0, 3, 7, 4, 2]
Adjacency matrix: [[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
 [1. 0. 1. 1. 1. 1. 1. 1. 1. 1.]
 [1. 1. 0. 1. 1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 0. 1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 0. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 0. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1. 0. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1. 1. 0. 1. 1.]
 [1. 1. 1. 1. 1. 1. 1. 1. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 0.]]

Time, Pollution, Average Inactivity, Changing nodes
0.005300000000000001,0.005285979779991012,1.0,[]
0.005400000000000001,0.005385446208608702,1.0,[]
0.005500000000000001,0.005484902691080817,1.0,[]
0.005600000000000002,0.005584349228402008,1.0,[]
0.005700000000000002,0.0056837858215667,1.0,[]
0.005800000000000002,0.00578321247156921,1.0,[]
0.0059000000000000025,0.005882629179403853,1.0,[]
0.006000000000000003,0.005982035946064723,1.0,[]
0.006100000000000003,0.006081432772545914,1.0,[]
0.006200000000000003,0.006180819659841519,1.0,[]
0.0063000000000000035,0.006280196608945299,1.0,[]
0.006400000000000004,0.006379563620851014,1.0,[]
0.006500000000000004,0.006478920696552315,1.0,[]
0.006600000000000004,0.0065782678370428505,1.0,[]
0.0067000000000000046,0.006677605043316048,1.0,[]
0.006800000000000005,0.006776932316365336,1.0,[]
0.006900000000000005,0.006876249657183919,1.0,[]
0.007000000000000005,0.0069755570667650035,1.0,[]
0.007100000000000006,0.007074854546101572,1.0,[]
0.007200000000000006,0.00717414209618672,1.0,[]
0.007300000000000006,0.007273419718013319,1.0,[]
0.007400000000000006,0.007372687412574019,1.0,[]
0.007500000000000007,0.007471945180861583,1.0,[]
0.007600000000000007,0.007571193023868661,1.0,[]
0.007700000000000007,0.0076704309425876804,1.0,[]
0.0078000000000000074,0.007769658938010959,1.0,[]
0.007900000000000008,0.007868877011130815,1.0,[]
0.008000000000000007,0.007968085162939453,1.0,[]
0.008100000000000007,0.00806728339442897,1.0,[]
0.008200000000000006,0.008166471706591238,1.0,[]
0.008300000000000005,0.008265650100418243,1.0,[]
0.008400000000000005,0.008364818576901745,1.0,[]
0.008500000000000004,0.008463977137033396,1.0,[]
0.008600000000000003,0.008563125781804848,1.0,[]
0.008700000000000003,0.00866226451220753,1.0,[]
0.008800000000000002,0.00876139332923287,1.0,[]
0.008900000000000002,0.008860512233872075,1.0,[]
0.009000000000000001,0.008959621227116465,1.0,[]
0.0091,0.009058720309957025,1.0,[]
0.0092,0.009157809483384738,1.0,[]
0.0093,0.00925688874839059,1.0,[]
0.009399999999999999,0.009355958105965345,1.0,[]
0.009499999999999998,0.009455017557099654,1.0,[]
0.009599999999999997,0.00955406710278417,1.0,[]
0.009699999999999997,0.009653106744009321,1.0,[]
0.009799999999999996,0.009752136481765539,1.0,[]
0.009899999999999996,0.00985115631704303,1.0,[]
0.009999999999999995,0.009950166250832115,1.0,[]
0.010099999999999994,0.01004916628412289,1.0,[]
0.010199999999999994,0.01014815641790534,1.0,[]
0.010299999999999993,0.010247136653169342,1.0,[]
0.010399999999999993,0.010346106990904658,1.0,[]
0.010499999999999992,0.010445067432101052,1.0,[]
0.010599999999999991,0.010544017977748066,1.0,[]
0.01069999999999999,0.010642958628835242,1.0,[]
0.01079999999999999,0.01074188938635201,1.0,[]
0.01089999999999999,0.010840810251287691,1.0,[]
0.010999999999999989,0.010939721224631493,1.0,[]
0.011099999999999988,0.011038622307372514,1.0,[]
0.011199999999999988,0.01113751350049974,1.0,[]
0.011299999999999987,0.011236394805002048,1.0,[]
0.011399999999999987,0.011335266221868312,1.0,[]
0.011499999999999986,0.011434127752087186,1.0,[]
0.011599999999999985,0.011532979396647325,1.0,[]
0.011699999999999985,0.01163182115653727,1.0,[]
0.011799999999999984,0.011730653032745453,1.0,[]
0.011899999999999984,0.011829475026260194,1.0,[]
0.011999999999999983,0.011928287138069593,1.0,[]
0.012099999999999982,0.012027089369161859,1.0,[]
0.012199999999999982,0.012125881720525089,1.0,[]
0.012299999999999981,0.01222466419314705,1.0,[]
0.01239999999999998,0.01232343678801573,1.0,[]
0.01249999999999998,0.01242219950611867,1.0,[]
0.01259999999999998,0.012520952348443637,1.0,[]
0.012699999999999979,0.012619695315978174,1.0,[]
0.012799999999999978,0.012718428409709603,1.0,[]
0.012899999999999977,0.012817151630625356,1.0,[]
0.012999999999999977,0.012915864979712532,1.0,[]
0.013099999999999976,0.013014568457958342,1.0,[]
0.013199999999999976,0.013113262066349884,1.0,[]
0.013299999999999975,0.013211945805874037,1.0,[]
0.013399999999999974,0.013310619677517677,1.0,[]
0.013499999999999974,0.013409283682267459,1.0,[]
0.013599999999999973,0.013507937821110039,1.0,[]
0.013699999999999973,0.013606582095032071,1.0,[]
0.013799999999999972,0.01370521650501988,1.0,[]
0.013899999999999971,0.013803841052059784,1.0,[]
0.01399999999999997,0.013902455737138109,1.0,[]
0.01409999999999997,0.014001060561241063,1.0,[]
0.01419999999999997,0.014099655525354526,1.0,[]
0.014299999999999969,0.014198240630464598,1.0,[]
0.014399999999999968,0.014296815877557045,1.0,[]
0.014499999999999968,0.014395381267617635,1.0,[]
0.014599999999999967,0.014493936801632024,1.0,[]
0.014699999999999967,0.014592482480585756,1.0,[]
0.014799999999999966,0.014691018305464376,1.0,[]
0.014899999999999965,0.014789544277253097,1.0,[]
0.014999999999999965,0.014888060396937242,1.0,[]
0.015099999999999964,0.014986566665502021,1.0,[]
0.015199999999999964,0.015085063083932426,1.0,[]
0.015299999999999963,0.015183549653213446,1.0,[]
0.015399999999999962,0.01528202637432996,1.0,[]
0.015499999999999962,0.015380493248266736,1.0,[]
0.015599999999999961,0.01547895027600843,1.0,[]
0.01569999999999996,0.015577397458539699,1.0,[]
0.01579999999999996,0.015675834796844867,1.0,[]
0.01589999999999996,0.01577426229190837,1.0,[]
0.01599999999999996,0.01587267994471453,1.0,[]
0.016099999999999958,0.01597108775624745,1.0,[]
0.016199999999999957,0.01606948572749123,1.0,[]
0.016299999999999957,0.01616787385942986,1.0,[]
0.016399999999999956,0.016266252153047223,1.0,[]
0.016499999999999956,0.016364620609327085,1.0,[]
0.016599999999999955,0.016462979229253216,1.0,[]
0.016699999999999954,0.016561328013809162,1.0,[]
0.016799999999999954,0.01665966696397836,1.0,[]
0.016899999999999953,0.01675799608074413,1.0,[]
0.016999999999999953,0.016856315365089913,1.0,[]
0.017099999999999952,0.01695462481799881,1.0,[]
0.01719999999999995,0.01705292444045392,1.0,[]
0.01729999999999995,0.01715121423343835,1.0,[]
0.01739999999999995,0.017249494197934867,1.0,[]
0.01749999999999995,0.017347764334926352,1.0,[]
0.01759999999999995,0.017446024645395464,1.0,[]
0.01769999999999995,0.01754427513032475,1.0,[]
0.017799999999999948,0.017642515790696867,1.0,[]
0.017899999999999947,0.01774074662749414,1.0,[]
0.017999999999999947,0.01783896764169879,1.0,[]
0.018099999999999946,0.017937178834293133,1.0,[]
0.018199999999999945,0.018035380206259277,1.0,[]
0.018299999999999945,0.018133571758579214,1.0,[]
0.018399999999999944,0.018231753492234826,1.0,[]
0.018499999999999944,0.018329925408207992,1.0,[]
0.018599999999999943,0.018428087507480373,1.0,[]
0.018699999999999942,0.018526239791033627,1.0,[]
0.018799999999999942,0.018624382259849304,1.0,[]
0.01889999999999994,0.01872251491490884,1.0,[]
0.01899999999999994,0.018820637757193448,1.0,[]
0.01909999999999994,0.018918750787684457,1.0,[]
0.01919999999999994,0.01901685400736297,1.0,[]
0.01929999999999994,0.019114947417209982,1.0,[]
0.019399999999999938,0.019213031018206483,1.0,[]
0.019499999999999938,0.019311104811333246,1.0,[]
0.019599999999999937,0.01940916879757104,1.0,[]
0.019699999999999936,0.01950722297790053,1.0,[]
0.019799999999999936,0.019605267353302258,1.0,[]
0.019899999999999935,0.019703301924756667,1.0,[]
0.019999999999999934,0.01980132669324408,1.0,[]
0.020099999999999934,0.019899341659744718,1.0,[]
0.020199999999999933,0.019997346825238793,1.0,[]
0.020299999999999933,0.0200953421907063,1.0,[]
0.020399999999999932,0.020193327757127233,1.0,[]
0.02049999999999993,0.020291303525481474,1.0,[]
0.02059999999999993,0.020389269496748685,1.0,[]
0.02069999999999993,0.020487225671908638,1.0,[]
0.02079999999999993,0.02058517205194077,1.0,[]
0.02089999999999993,0.020683108637824632,1.0,[]
0.02099999999999993,0.020781035430539663,1.0,[]
0.021099999999999928,0.020878952431064968,1.0,[]
0.021199999999999927,0.020976859640379764,1.0,[]
0.021299999999999927,0.021074757059463156,1.0,[]
0.021399999999999926,0.02117264468929414,1.0,[]
0.021499999999999925,0.0212705225308516,1.0,[]
0.021599999999999925,0.021368390585114194,1.0,[]
0.021699999999999924,0.0214662488530607,1.0,[]
0.021799999999999924,0.021564097335669774,1.0,[]
0.021899999999999923,0.02166193603391975,1.0,[]
0.021999999999999922,0.021759764948789062,1.0,[]
0.022099999999999922,0.021857584081256043,1.0,[]
0.02219999999999992,0.02195539343229891,1.0,[]
0.02229999999999992,0.022053193002895655,1.0,[]
0.02239999999999992,0.022150982794024277,1.0,[]
0.02249999999999992,0.02224876280666277,1.0,[]
0.02259999999999992,0.022346533041788907,1.0,[]
0.022699999999999918,0.022444293500380352,1.0,[]
0.022799999999999918,0.022542044183414656,1.0,[]
0.022899999999999917,0.02263978509186948,1.0,[]
0.022999999999999916,0.022737516226722154,1.0,[]
0.023099999999999916,0.022835237588949897,1.0,[]
0.023199999999999915,0.022932949179530038,1.0,[]
0.023299999999999915,0.023030650999439684,1.0,[]
0.023399999999999914,0.02312834304965583,1.0,[]
0.023499999999999913,0.023226025331155364,1.0,[]
0.023599999999999913,0.02332369784491517,1.0,[]
0.023699999999999912,0.02342136059191191,1.0,[]
0.02379999999999991,0.02351901357312225,1.0,[]
0.02389999999999991,0.02361665678952274,1.0,[]
0.02399999999999991,0.02371429024208982,1.0,[]
0.02409999999999991,0.023811913931799822,1.0,[]
0.02419999999999991,0.023909527859628854,1.0,[]
0.02429999999999991,0.024007132026553246,1.0,[]
0.024399999999999908,0.024104726433548884,1.0,[]
0.024499999999999907,0.024202311081591765,1.0,[]
0.024599999999999907,0.024299885971657775,1.0,[]
0.024699999999999906,0.02439745110472269,1.0,[]
0.024799999999999905,0.02449500648176206,1.0,[]
0.024899999999999905,0.024592552103751553,1.0,[]
0.024999999999999904,0.024690087971666497,1.0,[]
0.025099999999999904,0.024787614086482335,1.0,[]
0.025199999999999903,0.024885130449174286,1.0,[]
0.025299999999999902,0.024982637060717572,1.0,[]
0.025399999999999902,0.02508013392208719,1.0,[]
0.0254999999999999,0.025177621034258135,1.0,[]
0.0255999999999999,0.025275098398205298,1.0,[]
0.0256999999999999,0.025372566014903453,1.0,[]
0.0257999999999999,0.025470023885327264,1.0,[]
0.0258999999999999,0.025567472010451286,1.0,[]
0.025999999999999898,0.025664910391249962,1.0,[]
0.026099999999999898,0.025762339028697734,1.0,[]
0.026199999999999897,0.025859757923768933,1.0,[]
0.026299999999999896,0.02595716707743767,1.0,[]
0.026399999999999896,0.026054566490678055,1.0,[]
0.026499999999999895,0.026151956164464196,1.0,[]
0.026599999999999895,0.02624933609976987,1.0,[]
0.026699999999999894,0.026346706297568856,1.0,[]
0.026799999999999893,0.026444066758834928,1.0,[]
0.026899999999999893,0.02654141748454164,1.0,[]
0.026999999999999892,0.02663875847566255,1.0,[]
0.02709999999999989,0.026736089733170987,1.0,[]
0.02719999999999989,0.026833411258040285,1.0,[]
0.02729999999999989,0.026930723051243777,1.0,[]
0.02739999999999989,0.02702802511375446,1.0,[]
0.02749999999999989,0.02712531744654534,1.0,[]
0.02759999999999989,0.027222600050589407,1.0,[]
0.027699999999999888,0.027319872926859445,1.0,[]
0.027799999999999887,0.02741713607632823,1.0,[]
0.027899999999999887,0.027514389499968317,1.0,[]
0.027999999999999886,0.027611633198752372,1.0,[]
0.028099999999999885,0.02770886717365273,1.0,[]
0.028199999999999885,0.02780609142564172,1.0,[]
0.028299999999999884,0.027903305955691682,1.0,[]
0.028399999999999884,0.02800051076477461,1.0,[]
0.028499999999999883,0.02809770585386273,1.0,[]
0.028599999999999882,0.02819489122392782,1.0,[]
0.028699999999999882,0.02829206687594188,1.0,[]
0.02879999999999988,0.028389232810876575,1.0,[]
0.02889999999999988,0.028486389029703574,1.0,[]
0.02899999999999988,0.028583535533394433,1.0,[]
0.02909999999999988,0.02868067232292071,1.0,[]
0.02919999999999988,0.028777799399253623,1.0,[]
0.029299999999999878,0.02887491676336451,1.0,[]
0.029399999999999878,0.028972024416224595,1.0,[]
0.029499999999999877,0.029069122358804877,1.0,[]
0.029599999999999876,0.02916621059207647,1.0,[]
0.029699999999999876,0.02926328911701015,1.0,[]
0.029799999999999875,0.029360357934576697,1.0,[]
0.029899999999999875,0.02945741704574678,1.0,[]
0.029999999999999874,0.029554466451491068,1.0,[]
0.030099999999999873,0.029651506152780005,1.0,[]
0.030199999999999873,0.029748536150583926,1.0,[]
0.030299999999999872,0.029845556445873278,1.0,[]
0.03039999999999987,0.029942567039618173,1.0,[]
0.03049999999999987,0.030039567932788724,1.0,[]
0.03059999999999987,0.030136559126354934,1.0,[]
0.03069999999999987,0.030233540621286692,1.0,[]
0.03079999999999987,0.03033051241855389,1.0,[]
0.03089999999999987,0.030427474519126196,1.0,[]
0.030999999999999868,0.03052442692397328,1.0,[]
0.031099999999999867,0.030621369634064588,1.0,[]
0.031199999999999867,0.030718302650369567,1.0,[]
0.03129999999999987,0.030815225973857552,1.0,[]
0.03139999999999987,0.03091213960549788,1.0,[]
0.031499999999999875,0.03100904354625955,1.0,[]
0.03159999999999988,0.031105937797111682,1.0,[]
0.03169999999999988,0.031202822359023163,1.0,[]
0.031799999999999884,0.031299697232962886,1.0,[]
0.03189999999999989,0.03139656241989952,1.0,[]
0.03199999999999989,0.031493417920801736,1.0,[]
0.03209999999999989,0.0315902637366382,1.0,[]
0.032199999999999895,0.031687099868377255,1.0,[]
0.0322999999999999,0.03178392631698734,1.0,[]
0.0323999999999999,0.03188074308343669,1.0,[]
0.032499999999999904,0.031977550168693414,1.0,[]
0.03259999999999991,0.032074347573725626,1.0,[]
0.03269999999999991,0.03217113529950133,1.0,[]
0.03279999999999991,0.03226791334698831,1.0,[]
0.032899999999999915,0.03236468171715445,1.0,[]
0.03299999999999992,0.032461440410967435,1.0,[]
0.03309999999999992,0.03255818942939481,1.0,[]
0.033199999999999924,0.032654928773404035,1.0,[]
0.03329999999999993,0.03275165844396255,1.0,[]
0.03339999999999993,0.032848378442037696,1.0,[]
0.03349999999999993,0.032945088768596587,1.0,[]
0.033599999999999935,0.03304178942460634,1.0,[]
0.03369999999999994,0.033138480411033955,1.0,[]
0.03379999999999994,0.03323516172884644,1.0,[]
0.033899999999999944,0.03333183337901047,1.0,[]
0.03399999999999995,0.033428495362492816,1.0,[]
0.03409999999999995,0.03352514768026016,1.0,[]
0.03419999999999995,0.033621790333278945,1.0,[]
0.034299999999999956,0.03371842332251562,1.0,[]
0.03439999999999996,0.03381504664893653,1.0,[]
0.03449999999999996,0.033911660313507896,1.0,[]
0.034599999999999964,0.034008264317195835,1.0,[]
0.03469999999999997,0.034104858660966464,1.0,[]
0.03479999999999997,0.034201443345785676,1.0,[]
0.03489999999999997,0.034298018372619254,1.0,[]
0.034999999999999976,0.03439458374243298,1.0,[]
0.03509999999999998,0.03449113945619264,1.0,[]
0.03519999999999998,0.034587685514863686,1.0,[]
0.035299999999999984,0.03468422191941156,1.0,[]
0.03539999999999999,0.03478074867080161,1.0,[]
0.03549999999999999,0.034877265769999166,1.0,[]
0.03559999999999999,0.03497377321796935,1.0,[]
0.035699999999999996,0.03507027101567728,1.0,[]
0.0358,0.035166759164087846,1.0,[]
0.0359,0.03526323766416606,1.0,[]
0.036000000000000004,0.03535970651687659,1.0,[]
0.03610000000000001,0.03545616572318422,1.0,[]
0.03620000000000001,0.03555261528405351,1.0,[]
0.03630000000000001,0.03564905520044892,1.0,[]
0.036400000000000016,0.03574548547333489,1.0,[]
0.03650000000000002,0.03584190610367566,1.0,[]
0.03660000000000002,0.03593831709243556,1.0,[]
0.036700000000000024,0.036034718440578595,1.0,[]
0.03680000000000003,0.03613111014906878,1.0,[]
0.03690000000000003,0.036227492218870117,1.0,[]
0.03700000000000003,0.03632386465094628,1.0,[]
0.037100000000000036,0.036420227446261166,1.0,[]
0.03720000000000004,0.036516580605778226,1.0,[]
0.03730000000000004,0.03661292413046113,1.0,[]
0.037400000000000044,0.03670925802127323,1.0,[]
0.03750000000000005,0.03680558227917796,1.0,[]
0.03760000000000005,0.036901896905138454,1.0,[]
0.03770000000000005,0.03699820190011793,1.0,[]
0.037800000000000056,0.03709449726507941,1.0,[]
0.03790000000000006,0.03719078300098588,1.0,[]
0.03800000000000006,0.03728705910880015,1.0,[]
0.038100000000000064,0.037383325589484984,1.0,[]
0.03820000000000007,0.03747958244400307,1.0,[]
0.03830000000000007,0.03757582967331696,1.0,[]
0.03840000000000007,0.03767206727838923,1.0,[]
0.038500000000000076,0.037768295260182105,1.0,[]
0.03860000000000008,0.037864513619657925,1.0,[]
0.03870000000000008,0.03796072235777892,1.0,[]
0.038800000000000084,0.0380569214755071,1.0,[]
0.03890000000000009,0.03815311097380447,1.0,[]
0.03900000000000009,0.03824929085363293,1.0,[]
0.03910000000000009,0.03834546111595427,1.0,[]
0.039200000000000096,0.03844162176173027,1.0,[]
0.0393000000000001,0.0385377727919225,1.0,[]
0.0394000000000001,0.038633914207492404,1.0,[]
0.039500000000000104,0.03873004600940144,1.0,[]
0.03960000000000011,0.038826168198610955,1.0,[]
0.03970000000000011,0.038922280776082174,1.0,[]
0.03980000000000011,0.03901838374277611,1.0,[]
0.039900000000000116,0.03911447709965388,1.0,[]
0.04000000000000012,0.03921056084767649,1.0,[]
0.04010000000000012,0.03930663498780462,1.0,[]
0.040200000000000125,0.039402699520999174,1.0,[]
0.04030000000000013,0.03949875444822071,1.0,[]
0.04040000000000013,0.03959479977042979,1.0,[]
0.04050000000000013,0.03969083548858676,1.0,[]
0.040600000000000136,0.03978686160365208,1.0,[]
0.04070000000000014,0.039882878116586085,1.0,[]
0.04080000000000014,0.03997888502834879,1.0,[]
0.040900000000000145,0.04007488233990042,1.0,[]
0.04100000000000015,0.04017087005220088,1.0,[]
0.04110000000000015,0.040266848166209956,1.0,[]
0.04120000000000015,0.04036281668288755,1.0,[]
0.041300000000000156,0.04045877560319333,1.0,[]
0.04140000000000016,0.04055472492808676,1.0,[]
0.04150000000000016,0.04065066465852751,1.0,[]
0.041600000000000165,0.04074659479547482,1.0,[]
0.04170000000000017,0.04084251533988814,1.0,[]
0.04180000000000017,0.04093842629272659,1.0,[]
0.04190000000000017,0.0410343276549493,1.0,[]
0.042000000000000176,0.04113021942751527,1.0,[]
0.04210000000000018,0.0412261016113834,1.0,[]
0.04220000000000018,0.0413219742075126,1.0,[]
0.042300000000000185,0.04141783721686154,1.0,[]
0.04240000000000019,0.04151369064038879,1.0,[]
0.04250000000000019,0.04160953447905291,1.0,[]
0.04260000000000019,0.041705368733812365,1.0,[]
0.042700000000000196,0.04180119340562549,1.0,[]
0.0428000000000002,0.04189700849545064,1.0,[]
0.0429000000000002,0.041992814004245815,1.0,[]
0.043000000000000205,0.042088609932969145,1.0,[]
0.04310000000000021,0.04218439628257853,1.0,[]
0.04320000000000021,0.04228017305403187,1.0,[]
0.04330000000000021,0.04237594024828695,1.0,[]
0.043400000000000216,0.04247169786630145,1.0,[]
0.04350000000000022,0.04256744590903294,1.0,[]
0.04360000000000022,0.04266318437743888,1.0,[]
0.043700000000000225,0.042758913272476606,1.0,[]
0.04380000000000023,0.04285463259510347,1.0,[]
0.04390000000000023,0.04295034234627659,1.0,[]
0.04400000000000023,0.04304604252695321,1.0,[]
0.044100000000000236,0.04314173313809022,1.0,[]
0.04420000000000024,0.04323741418064453,1.0,[]
0.04430000000000024,0.043333085655573034,1.0,[]
0.044400000000000245,0.043428747563832304,1.0,[]
0.04450000000000025,0.04352439990637913,1.0,[]
0.04460000000000025,0.04362004268416986,1.0,[]
0.04470000000000025,0.043715675898161055,1.0,[]
0.044800000000000256,0.04381129954930896,1.0,[]
0.04490000000000026,0.04390691363856991,1.0,[]
0.04500000000000026,0.04400251816689993,1.0,[]
0.045100000000000265,0.044098113135255135,1.0,[]
0.04520000000000027,0.04419369854459154,1.0,[]
0.04530000000000027,0.04428927439586483,1.0,[]
0.045400000000000273,0.0443848406900309,1.0,[]
0.045500000000000276,0.044480397428045326,1.0,[]
0.04560000000000028,0.04457594461086378,1.0,[]
0.04570000000000028,0.04467148223944162,1.0,[]
0.045800000000000285,0.04476701031473429,1.0,[]
0.04590000000000029,0.044862528837697035,1.0,[]
0.04600000000000029,0.04495803780928509,1.0,[]
0.046100000000000294,0.045053537230453466,1.0,[]
0.046200000000000296,0.04514902710215729,1.0,[]
0.0463000000000003,0.045244507425351355,1.0,[]
0.0464000000000003,0.04533997820099045,1.0,[]
0.046500000000000305,0.04543543943002937,1.0,[]
0.04660000000000031,0.04553089111342268,1.0,[]
0.04670000000000031,0.04562633325212484,1.0,[]
0.046800000000000314,0.04572176584709031,1.0,[]
0.046900000000000316,0.04581718889927344,1.0,[]
0.04700000000000032,0.04591260240962847,1.0,[]
0.04710000000000032,0.04600800637910951,1.0,[]
0.047200000000000325,0.04610340080867059,1.0,[]
0.04730000000000033,0.04619878569926572,1.0,[]
0.04740000000000033,0.04629416105184869,1.0,[]
0.047500000000000334,0.0463895268673733,1.0,[]
0.047600000000000336,0.04648488314679311,1.0,[]
0.04770000000000034,0.04658022989106181,1.0,[]
0.04780000000000034,0.04667556710113274,1.0,[]
0.047900000000000345,0.04677089477795937,1.0,[]
0.04800000000000035,0.04686621292249493,1.0,[]
0.04810000000000035,0.04696152153569255,1.0,[]
0.048200000000000354,0.04705682061850547,1.0,[]
0.04830000000000036,0.047152110171886585,1.0,[]
0.04840000000000036,0.04724739019678881,1.0,[]
0.04850000000000036,0.04734266069416482,1.0,[]
0.048600000000000365,0.04743792166496752,1.0,[]
0.04870000000000037,0.047533173110149374,1.0,[]
0.04880000000000037,0.04762841503066295,1.0,[]
0.048900000000000374,0.047723647427460714,1.0,[]
0.04900000000000038,0.0478188703014949,1.0,[]
0.04910000000000038,0.04791408365371774,1.0,[]
0.04920000000000038,0.04800928748508149,1.0,[]
0.049300000000000385,0.048104481796538034,1.0,[]
0.04940000000000039,0.0481996665890394,1.0,[]
0.04950000000000039,0.048294841863537497,1.0,[]
0.049600000000000394,0.048390007620984,1.0,[]
0.0497000000000004,0.04848516386233048,1.0,[]
0.0498000000000004,0.04858031058852863,1.0,[]
0.0499000000000004,0.0486754478005299,1.0,[]
0.050000000000000405,0.04877057549928565,1.0,[]
0.05010000000000041,0.048865693685747114,1.0,[]
0.05020000000000041,0.04896080236086553,1.0,[]
0.050300000000000414,0.049055901525591916,1.0,[]
0.05040000000000042,0.0491509911808774,1.0,[]
0.05050000000000042,0.04924607132767278,1.0,[]
0.05060000000000042,0.04934114196692885,1.0,[]
0.050700000000000425,0.04943620309959629,1.0,[]
0.05080000000000043,0.049531254726625784,1.0,[]
0.05090000000000043,0.0496262968489678,1.0,[]
